labels,polynomials,possibly nonmaximal primes,probably nonmaximal primes,torsion primes
475096.a.950192.1,"[[0, -1, 2, 9, 8, 2], [0, 1]]",,{2},{2}
475096.b.950192.1,"[[0, -1, 2, 0, -4, 2], [0, 1]]",,{2},{2}
475102.a.950204.1,"[[1, 3, 6, 3, 2], [0, 1, 1, 1]]",,{},{}
475104.a.950208.1,"[[-9, -16, 7, 15, -5, -3, 1], [0, 0, 1]]",,{2},{2}
475129.a.475129.1,"[[15, -32, 19, 0, -4], [1, 0, 1, 1]]",,{},{}
475129.b.475129.1,"[[-2, 3, 2, -3, -1, 1], [0, 1, 0, 1]]",,{},{}
475133.a.475133.1,"[[0, 2, 5, -3, -1, 1], [1, 1, 1]]",,{2},{}
475136.a.475136.1,"[[0, -1, -2, -1, -2, 1], []]",,{2},{2}
475136.b.475136.1,"[[-3, -1, 3, -1, -1, 1], []]",,{2},{2}
475136.c.475136.1,"[[3, -1, -3, -1, 1, 1], []]",,{2},{2}
475136.d.475136.1,"[[0, -1, 2, -1, 2, 1], []]",,{2},{2}
475136.e.950272.1,"[[-2, -1, 6, 1, -4, 2], []]",,{2},{2}
475136.f.950272.1,"[[-2, 9, -10, -3, 6, 2], []]",,{2},{2}
475136.g.950272.1,"[[2, -1, -6, 1, 4, 2], []]",,{2},{2}
475136.j.950272.1,"[[2, 9, 10, -3, -6, 2], []]",,{2},{2}
475167.a.475167.1,"[[-3, 12, -20, 7, 12, -11, -6], [0, 1]]",,{2},{}
475175.a.475175.1,"[[8, -5, -7, 2], [0, 1, 1, 1]]",,{2},{}
475175.b.475175.1,"[[0, -1, -3, 0, 2, -1], [1, 1, 0, 1]]",,{},{}
475175.c.475175.1,"[[-1, 1, 0, -1, 1], [1, 0, 1, 1]]",,{},{}
475175.d.475175.1,"[[-88, 101, -1, -24, 0, 2], [1, 0, 0, 1]]",,{2},{}
475214.a.950428.1,"[[0, 1, 0, -6, 0, 2], [1, 1, 1]]",,{2},{}
475238.a.950476.1,"[[-2, 6, -2, -4, 0, 1], [1, 0, 0, 1]]",,{2},{}
475291.a.475291.1,"[[0, 3, 10, 7, -8, 1], [1, 0, 1]]",,{2},{}
475297.a.475297.1,"[[-1, -3, -3, -3, -1], [0, 0, 0, 1]]",,{},{}
475298.a.475298.1,"[[-3, 2, -4, -3, 0, -2, -2], [1, 0, 1]]",,{},{}
475308.a.475308.1,"[[3, 15, 22, 4, -7, 1], [0, 1, 1]]",,{2},{}
475318.a.950636.1,"[[-1, -5, -11, -9, 0, 1], [1, 0, 0, 1]]",,{},{}
475349.a.475349.1,"[[-1, -1, 1, 1, -1, 1], [1]]",,{2},{}
475356.a.950712.1,"[[-2, 0, -6, 1, -5, 1, -1], [1, 1, 1]]",,{3},{3}
475392.a.950784.1,"[[0, -1, 2, 0, -5, 0, 6], [1]]",,{2},{}
475392.b.950784.1,"[[-1, -1, 0, 0, -3, -4, -2], [1]]",,{2},{}
475396.a.475396.1,"[[7, 17, 12, 0, -2], [1, 0, 0, 1]]",,{2},{}
475409.a.475409.1,"[[0, 1, -6, 1, 4, -1, -1], [1, 1]]",,{},{}
475424.a.950848.1,"[[-1, -1, 5, 9, 0, -2, 3], [1]]",,{},{}
475424.b.950848.1,"[[-9, -32, -23, -7, 0, 1], [0, 0, 0, 1]]",,{},{}
475438.a.950876.1,"[[4, 4, -1, -1], [0, 1, 1, 1]]",,{},{}
475448.a.950896.1,"[[0, 1, -6, 9, -3, 2], [0, 1]]",,{2},{2}
475461.a.475461.1,"[[0, -1, -5, 0, 13, -9, 1], [0, 1]]",,{2},{}
475476.a.475476.1,"[[0, 0, -3, 1, 2, -1], [1, 1, 1]]",,{2},{}
475477.a.475477.1,"[[-3, 0, 8, 0, -7, -1, 1], [1, 1]]",,{2},{}
475499.a.475499.1,"[[2, 5, 2, 0, 1, -2], [0, 1, 1, 1]]",,{},{}
475542.a.475542.1,"[[-3, -3, -1], [0, 0, 1, 1]]",,{},{}
475605.a.475605.1,"[[0, -1, -4, 17, -8, 1], [1]]",,{2},{}
475632.a.475632.1,"[[-13, 12, -12, -2, 1, -2, -1], [1]]",,{},{}
475632.b.951264.1,"[[2, 2, 4, -1, 1, -2, 2], [0, 1]]",,{3},{3}
475651.a.475651.1,"[[0, 1, -6, 7, -3, 1], [0, 1]]",,{2},{2}
475659.a.475659.1,"[[-1, 7, -19, -7, 33, 7, -4], [1, 1]]",,{2},{}
475667.a.475667.1,"[[0, 0, 2, 3, 1, 1], [1, 1, 1]]",,{2},{}
475733.a.475733.1,"[[0, 1, 5, 2, -4, -1, 1], [1]]",,{},{}
475744.a.951488.1,"[[1, -2, 0, 6, -4, -2, 6], [1]]",,{2},{2}
475747.a.475747.1,"[[-2, -5, -3, 1, 0, -1], [0, 1, 1]]",,{2},{2}
475784.a.951568.1,"[[0, -3, 6, 3, -15, 2], [1, 1]]",,{2},{}
475843.a.475843.1,"[[-3, -7, -4, 1, 1], [1, 0, 1, 1]]",,{},{}
475889.a.475889.1,"[[-2, -21, -49, 35, 2, -5, -1], [0, 1, 0, 1]]",,{},{}
475904.a.475904.1,"[[0, 2, 2, -3, -4, 1], [1, 0, 1]]",,{2},{}
475904.b.475904.1,"[[2, 12, 18, -10, -28, 1], [0, 0, 1]]",,{2},{}
475904.d.951808.1,"[[2, -4, 3, -2, 1], [0, 1, 0, 1]]",,{2},{}
475904.f.951808.1,"[[-6, -5, -10, -4, -5, -1, -1], [1, 0, 1]]",,{2},{}
475909.a.475909.1,"[[-1, 3, -5, 4, -2, 1], [0, 0, 1]]",,{2},{}
475931.a.475931.1,"[[1, 3, -3, -3, 1, 1], [1]]",,{2},{}
475969.a.475969.1,"[[0, 2, 5, 2, 2], [1, 0, 0, 1]]",,{},{}
475984.a.951968.1,"[[-1, -2, -6, -7, -7, -3, -1], [1, 0, 1]]",,{},{}
475999.a.475999.1,"[[0, 2, 3, -3, 0, 1], [1, 0, 0, 1]]",,{},{}
476032.a.476032.1,"[[0, 0, 0, 2, 1, 0, 2], [1, 1]]",,{},{}
476035.a.476035.1,"[[0, -1, -4, 1, 3, 1], [0, 1]]",,{2},{2}
476066.a.476066.1,"[[-1, -2, 0, 4, 0, -1, -1], [1, 0, 1]]",,{2},{}
476131.a.476131.1,"[[-13, 87, -188, 117, 30, 1], [0, 0, 1]]",,{2},{}
476135.a.476135.1,"[[-6, -45, 1, 80, -35, -14, 7], [1, 0, 0, 1]]",,"{2, 3}","{2, 3}"
476138.a.952276.1,"[[0, 2, -13, 26, -17, 1], [0, 1]]",,{2},{2}
476236.a.952472.1,"[[0, -1, 2, 0, 3, -2], [1, 1, 0, 1]]",,{},{}
476245.a.476245.1,"[[7, 7, 11, 4, 3], [0, 0, 1, 1]]",,{},{}
476251.a.476251.1,"[[0, 1, 6, 1, -1, -1], [1, 1, 0, 1]]",,{},{}
476296.a.952592.1,"[[1, -2, -4, 6, 3, -4, 1], [1]]",,{2},{}
476309.a.476309.1,"[[-2, -1, -1, 2, 1, 1], [0, 0, 1]]",,{2},{}
476323.a.476323.1,"[[9, -1, -2, 0, 2, 1], [0, 0, 0, 1]]",,{},{}
476327.a.476327.1,"[[3, -3, -2, 2], [1, 1, 0, 1]]",,{},{}
476349.a.476349.1,"[[-1, 10, -31, 20, 26, 5], [0, 1, 0, 1]]",,{2},{2}
476352.a.476352.1,"[[11, 2, 11, 2, 3], [0, 0, 1, 1]]",,{2},{2}
476368.a.476368.1,"[[0, 1, 0, -1, 1, 0, 1], [1, 0, 1]]",,{},{}
476426.a.476426.1,"[[0, -2, 4, 4, -6, 1], [1, 0, 0, 1]]",,{},{}
476450.a.476450.1,"[[-1, -1, 0, 1, 1, 1], [0, 1]]",,{2},{}
476477.a.476477.1,"[[-1, -1, 3, 0, -5, 1], [1, 1, 1]]",,{2},{}
476503.a.476503.1,"[[2, 7, 9, 1, -4], [1, 0, 0, 1]]",,{2},{}
476544.a.953088.1,"[[1, 2, -4, 0, 0, 1], []]",,{2},{2}
476550.a.476550.1,"[[-1, 2, -4, 6, -10, 0, 6], [1, 1, 1]]",,{2},{2}
476585.a.476585.1,"[[7, -6, -13, 0, 4, 1], [1, 1, 1]]",,{2},{2}
476602.a.953204.1,"[[0, -2, 15, -35, 21, 1], [0, 1]]",,{2},{2}
476608.a.476608.1,"[[-14, -30, -25, -9, 0, 1], [0, 0, 0, 1]]",,{},{}
476608.b.476608.1,"[[2, -2, -3, -1, 1, 1], [0, 0, 0, 1]]",,{},{}
476629.a.476629.1,"[[0, 1, -4, 3, 2, 1], [0, 1]]",,{2},{2}
476629.b.476629.1,"[[-2, -20, -73, -68, 56, 1], [1, 0, 1]]",,{2},{2}
476629.b.476629.2,"[[0, 1, -3, 6, -3, 1], [0, 1]]",,{2},{2}
476641.a.476641.1,"[[-1, -1, 1, 0, -3, 0, 1], [1, 0, 1]]",,{2},{}
476652.a.476652.1,"[[0, 0, -2, 2, -4, 1], [1, 1, 1]]",,{2},{}
476669.a.476669.1,"[[-1, 2, 3, 2, 2], [1, 0, 1, 1]]",,{},{}
476672.a.953344.1,"[[2, 2, -6, 1, 4, -1, -1], []]",,{2},{}
476683.a.476683.1,"[[0, 1, -5, 6, -5, 1], [0, 1]]",,{2},{2}
476683.a.476683.2,"[[-30, 91, -44, -83, 67, 1], [0, 0, 1]]",,{2},{2}
476719.a.476719.1,"[[45, 76, 35, 1, 1, 2], [1, 1, 0, 1]]",,{},{}
476755.a.476755.1,"[[0, 2, 2, 1], [1, 1, 0, 1]]",,{},{}
476768.a.953536.1,"[[-3, 0, 3, 0, -4], [1, 1, 1, 1]]",,{2},{}
476827.a.476827.1,"[[9, 3, 3, -1, -3, 1], [1]]",,{2},{}
476843.a.476843.1,"[[0, 2, -4, 1, -1, 1], [1, 1]]",,{2},{2}
476883.a.476883.1,"[[-1, -3, -4, -3, 0, 1], [0, 0, 1]]",,{2},{}
476888.a.953776.1,"[[5, -2, -10, -6, 0, 1], [0, 0, 0, 1]]",,{},{}
476909.a.476909.1,"[[0, 0, -3, 1, 4, 1], [1]]",,{2},{}
476928.a.476928.1,"[[-3, -3, 3, 5, -1, -3, 1], []]",,{2},{}
476953.a.476953.1,"[[6, 8, -1, -4, -1], [1, 1, 0, 1]]",,{2},{}
476980.a.476980.1,"[[-1, -5, -9, 0, 7, -3], [1, 0, 0, 1]]",,{},{}
477017.a.477017.1,"[[18, 39, 30, 6, -2], [1, 1, 0, 1]]",,{2},{}
477019.a.477019.1,"[[0, -1, -4, -2, 0, 1], [0, 1]]",,{2},{2}
477024.a.954048.1,"[[0, 1, 1, -2, -2, 0, 1], [0, 1]]",,{2},{}
477039.a.477039.1,"[[0, 1, 2, 1, 3, -1], [1, 1, 0, 1]]",,{},{}
477052.a.954104.1,"[[-1, 0, -2, 2, -2, 1, -1], [1, 1, 0, 1]]",,{},{}
477057.a.477057.1,"[[19, -35, 1, 27, -13], [1, 0, 0, 1]]",,{2},{2}
477062.a.477062.1,"[[-2, -8, -12, 0, 6, -3], [0, 1, 1, 1]]",,{},{}
477077.a.477077.1,"[[0, 3, 3, 4, 2, 1], [1]]",,{2},{}
477083.a.477083.1,"[[-4, 3, 5, -1, -2], [0, 0, 0, 1]]",,{},{}
477090.a.954180.1,"[[-51, 27, 28, -9, -6, 1], [0, 1]]",,"{2, 3}",{}
477105.a.477105.1,"[[5, -9, 0, 1, 1], [1, 1, 0, 1]]",,{2},{}
477136.a.477136.1,"[[-10, -2, 11, 0, -4], [0, 0, 1, 1]]",,{},{}
477138.a.477138.1,"[[-1, 1, 3, -3, -2, 1], [0, 1]]",,{2},{}
477176.a.954352.1,"[[0, 1, -2, -1, -1, 2], [1, 1]]",,{2},{2}
477248.a.954496.1,"[[-1, -3, -1, 3, 0, -2, -1], [0, 1]]",,{2},{}
477248.b.954496.1,"[[-1, -1, -4, -3, -5, -2, -1], [1]]",,{2},{}
477248.c.954496.1,"[[-377, -103, -166, -29, -23, -2, -1], [1]]",,{2},{}
477286.a.477286.1,"[[-1, 1, -4, 2, -4, 1], [0, 1, 1]]",,{2},{}
477286.b.954572.1,"[[-792, 410, 41, -39, 0, 1], [0, 1]]",,{2},{}
477319.a.477319.1,"[[6, 29, 40, 9, -9, 1], [1, 1, 1]]",,{2},{}
477354.a.477354.1,"[[-2, -4, -5, 1, 4, 0, -1], [1, 0, 0, 1]]",,{},{}
477407.a.477407.1,"[[3, 0, -11, 0, 5, 2], [1, 1, 0, 1]]",,{2},{}
477410.a.954820.1,"[[-3, -1, 8, 0, -6, 0, 1], [0, 1, 0, 1]]",,{2},{}
477414.a.477414.1,"[[4, 1, 0, 0, -2, -1], [0, 1, 1]]",,{2},{}
477419.a.477419.1,"[[-1, 1, 0, 3, -4, 1], [1, 0, 1]]",,{2},{}
477434.a.477434.1,"[[1, -3, 0, 1, -1], [1, 0, 0, 1]]",,{},{}
477493.a.477493.1,"[[-1, 2, 1, -2, 0, 1], [1]]",,{2},{}
477569.a.477569.1,"[[-29, 33, 0, -10, 0, 1], [1, 1, 1]]",,{2},{}
477589.a.477589.1,"[[0, 5, 33, 74, 17, 1], [1]]",,{2},{}
477592.a.955184.1,"[[-27, -26, 22, 20, -7, -4, 1], [1]]",,{},{}
477603.a.477603.1,"[[-1, 3, -2, -5, 0, 1], [1, 0, 1, 1]]",,{},{}
477611.a.477611.1,"[[0, 1, -9, -6, 15, -7, 1], [0, 1]]",,{2},{}
477620.a.955240.1,"[[0, -2, 2, 6], [1, 0, 1, 1]]",,{},{}
477623.a.477623.1,"[[-2, -3, -1], [1, 1, 0, 1]]",,{},{}
477623.b.477623.1,"[[0, 0, -11, 21, -9, 1], [1, 1, 1]]",,{2},{}
477685.a.477685.1,"[[0, 1, -2, -4, 0, 1], [1]]",,{2},{}
477686.a.955372.1,"[[0, 2, 6, 2, -4, 1], [0, 1]]",,{2},{2}
477696.a.477696.1,"[[1, 4, 0, -2, 7, -4, 2], [1]]",,{},{}
477696.b.477696.1,"[[-2, 4, 3, -6, -3, 1], [0, 0, 0, 1]]",,{},{}
477722.a.955444.1,"[[-2, -4, 4, 5, -8, 1, 1], [1, 1, 1]]",,{2},{}
477765.a.477765.1,"[[-1, 3, 0, -10, 8, 1], [1]]",,{2},{}
477765.b.477765.1,"[[0, -2, 1, 0, -2, 1, -1], [1, 1, 0, 1]]",,{},{}
477782.a.477782.1,"[[-1, -1, 0, 0, 1], [0, 1, 1, 1]]",,{},{}
477788.a.477788.1,"[[-3, 6, 0, -4, 0, 1], [1, 0, 0, 1]]",,{},{}
477809.a.477809.1,"[[-10, 1, 11, -1, -4], [0, 0, 1, 1]]",,{2},{}
477819.a.477819.1,"[[-32, 1, 43, 1, -19, -1, 2], [0, 1, 0, 1]]",,{2},{2}
477819.b.477819.1,"[[-1, 0, 9, -8, 0, 1], [1]]",,{2},{}
477835.a.477835.1,"[[0, -1, 5, 18, 13, 1], [1]]",,{2},{}
477842.a.955684.1,"[[0, -2, 11, 0, -7, 0, 1], [0, 1, 1]]",,{2},{}
477853.a.477853.1,"[[1, 0, -4, -3, -1], [0, 1, 0, 1]]",,{2},{}
477910.a.477910.1,"[[0, -2, 2, 7, 6, 1], [1, 0, 0, 1]]",,{},{}
477969.a.477969.1,"[[0, 1, -1, -7, 2, 2], [1, 1, 0, 1]]",,{2},{}
477971.a.477971.1,"[[3, 8, 2, -6, -1, 1], [1, 1, 0, 1]]",,{},{}
477995.a.477995.1,"[[-2, 0, 14, 20, 8, 1], [1]]",,{2},{}
478000.a.478000.1,"[[-1, 4, -5, -2, -1, 0, -1], [1, 0, 1]]",,{5},{}
478004.a.956008.1,"[[-14, -1, 10, 0, -3], [1, 1, 0, 1]]",,{},{}
478024.a.956048.1,"[[5, -12, 13, -4, -2, 1], [0, 0, 0, 1]]",,"{2, 3}",{3}
478025.a.478025.1,"[[1, 2, 1, 2, 2, 0, 1], [1, 0, 0, 1]]",,{2},{}
478032.a.478032.1,"[[0, 2, 5, 1, -4, 1], [1, 0, 1]]",,{2},{}
478032.b.478032.1,"[[0, 3, 1, 0, -3, 1], [1, 0, 1]]",,{2},{}
478035.a.478035.1,"[[-4, 0, 6, -4, -1, 1], [1, 0, 0, 1]]",,{},{}
478037.a.478037.1,"[[-1, -1, 0, 0, -1, 1], [1]]",,{2},{}
478042.a.478042.1,"[[718, 384, -36, -37, 0, 1], [0, 1]]",,{2},{}
478059.a.478059.1,"[[-1, 3, -2, -4, 3, 1], [1]]",,{2},{}
478100.a.956200.1,"[[-2, 0, 9, -10, 0, 1], [1, 1, 0, 1]]",,{},{}
478102.a.956204.1,"[[-1, -1, 2, 3, -3], [1, 0, 0, 1]]",,{},{}
478125.a.478125.1,"[[0, -1, 1, 0, 2], [0, 1, 0, 1]]",,{2},{}
478242.a.478242.1,"[[3, 3, 4, 2, 1], [0, 0, 1, 1]]",,{},{}
478251.a.478251.1,"[[0, 1, 0, -1, 4, -3, 1], [1]]",,{},{}
478262.a.478262.1,"[[-1, -2, -1, 0, 0, 1], [1, 0, 0, 1]]",,{},{}
478263.a.478263.1,"[[0, -2, 6, 1, 0, 1], [1, 1, 0, 1]]",,{},{}
478274.a.956548.1,"[[5, -13, 20, -17, 10, -3, 1], [0, 1]]",,{3},{3}
478387.a.478387.1,"[[0, 0, -4, 6, -3, 1], [1, 1]]",,{2},{}
478407.a.478407.1,"[[1, 4, 3, 2, 2], [1, 0, 1, 1]]",,{},{}
478412.a.956824.1,"[[0, -2, 0, 8, -6, 1], [0, 1, 1]]",,{2},{2}
478420.a.956840.1,"[[-4, -3, 4, 1, -2], [1, 1, 0, 1]]",,{},{}
478448.a.956896.1,"[[-1, 3, -3, 0, -1, 1], [0, 1, 0, 1]]",,{2},{}
478455.a.478455.1,"[[3, -6, 1, 5, -3, -1, 1], [0, 1]]",,{},{}
478467.a.478467.1,"[[-1, 1, 0, -6, 4, -1], [1, 1, 1]]",,{2},{}
478508.a.957016.1,"[[-1, 1, -4, 0, -4, 0, -1], [0, 1, 1]]",,{},{}
478571.a.478571.1,"[[2, 8, 5, -8, -7, 1], [1]]",,{2},{}
478573.a.478573.1,"[[1, 4, 5, 0, -3], [1, 1, 0, 1]]",,{},{}
478592.a.478592.1,"[[-1, -4, -6, -3, 0, 1], [0, 0, 0, 1]]",,{},{}
478603.a.478603.1,"[[2, -7, 6, 0, -2, 1], [1]]",,{2},{}
478629.a.478629.1,"[[-1, 3, -2, -3, 0, 1], [1, 0, 1, 1]]",,{},{}
478656.a.478656.1,"[[-2, 4, 3, -7, 0, 1], [0, 0, 1, 1]]",,{2},{}
478678.a.957356.1,"[[5, -9, 5, 0, -2], [0, 0, 1, 1]]",,{2},{}
478678.b.957356.1,"[[37, 43, 0, -13, -3, 1], [0, 1, 0, 1]]",,{2},{}
478679.a.478679.1,"[[-17, 28, 1, -17, 1, 3], [1, 0, 0, 1]]",,{2},{}
478683.a.478683.1,"[[0, 1, 6, 9, 4, 1], [0, 1]]",,{2},{2}
478683.b.478683.1,"[[-2, 4, 0, 1, 1], [1, 0, 0, 1]]",,{},{}
478686.a.478686.1,"[[-1, 1, -3, 3, -3, 1, -1], [1, 1]]",,{},{}
478692.a.957384.1,"[[-6, 1, 10, 0, -6, -2], [0, 1, 1]]",,{2},{}
478756.a.478756.1,"[[0, 2, 4, -8, 0, 1], [1, 1, 1]]",,{2},{}
478762.a.957524.1,"[[5, 3, 6, -9, -1, 1], [0, 1, 0, 1]]",,{},{}
478771.a.478771.1,"[[0, 1, 2, -4], [1, 1, 0, 1]]",,{},{}
478783.a.478783.1,"[[0, -3, 8, -11, 7, 1], [1, 1]]",,{2},{}
478784.a.478784.1,"[[-1, 0, -4, 2, -7, 2, -5], [1, 1]]",,{2},{2}
478784.b.957568.1,"[[7, 5, 1, -2, -4, 0, 1], [0, 1]]",,{},{}
478788.a.957576.1,"[[-1, -3, -3, 1, 2, 0, -1], [1, 1, 0, 1]]",,{2},{}
478791.a.478791.1,"[[-1, 0, 6, -8, 0, 2], [1, 0, 0, 1]]",,{2},{}
478838.a.478838.1,"[[3, 5, -2, -4, 1, 1], [0, 1]]",,{2},{}
478869.a.478869.1,"[[2, -3, 1, -2, 1], [0, 0, 0, 1]]",,{},{}
478882.a.478882.1,"[[-1, -1, 23, -41, 11, 1], [0, 1]]",,{2},{}
478899.a.478899.1,"[[21, -9, -36, -1, 17, 6], [0, 0, 0, 1]]",,{},{}
478946.a.957892.1,"[[-1, 0, 2, 0, -3, -2], [1, 1, 1]]",,{2},{}
478949.a.478949.1,"[[4, 3, -4, -3, 1, 1], [0, 0, 1]]",,{2},{}
478949.b.478949.1,"[[2, 1, 2, 2, 0, 1], [0, 0, 1]]",,{2},{}
478949.c.478949.1,"[[0, -3, 7, -5, 2, 1], [1, 1]]",,{2},{}
478949.d.478949.1,"[[0, 1, -15, -20, -5, 1], [0, 1]]",,{2},{2}
478963.a.478963.1,"[[0, 0, 4, 5, 3, 1], [1, 1, 0, 1]]",,{},{}
478976.a.957952.1,"[[6, 8, 1, -2, -1], [0, 0, 0, 1]]",,{3},{}
478976.b.957952.1,"[[1, 7, 12, 5, -1, 2], [1]]",,{2},{2}
478995.a.478995.1,"[[1, 0, -5, -4, 0, 1], [1, 0, 1]]",,{2},{2}
478998.a.957996.1,"[[1, 1, 1, 0, -2, -1], [1, 1]]",,{2},{2}
479024.a.479024.1,"[[7, -14, 6, -4, 5, 0, 1], [0, 0, 1]]",,{},{}
479046.a.958092.1,"[[-3, 0, 6, 1, -3, -1], [0, 1, 1]]",,{2},{2}
479218.a.479218.1,"[[2, -2, -1, 4, -3, 1], [0, 1]]",,{2},{}
479224.a.958448.1,"[[-13, -6, 6, 0, -3], [0, 1, 0, 1]]",,{2},{}
479246.a.958492.1,"[[8, -1, -11, 0, 6, 2], [0, 1, 1]]",,{2},{}
479280.a.479280.1,"[[0, 4, 16, 5, 8, 1], [1, 0, 1]]",,"{2, 3}","{2, 3}"
479280.b.479280.1,"[[-960, 15, 180, -1, -12], [0, 1, 0, 1]]",,{2},{2}
479303.a.479303.1,"[[-2, 0, 7, 1, -4, 1], [1, 1]]",,{2},{}
479342.a.958684.1,"[[-8, 2, 7, -1, -3], [0, 1, 0, 1]]",,{},{}
479398.a.958796.1,"[[5, 5, -3, -5, 0, 1], [1, 0, 0, 1]]",,{},{}
479408.c.479408.1,"[[-1, -2, -3, -4, -4, -2, -1], [1]]",,{2},{}
479415.a.479415.1,"[[-1, 1, 3, -5, -5, 0, 1], [1, 1, 0, 1]]",,{2},{}
479445.a.479445.1,"[[-3, 15, -25, 14, -1, 1], [0, 0, 1]]",,{2},{}
479488.a.958976.1,"[[-8, 10, 5, -7, -1, 1], [0, 0, 0, 1]]",,{2},{2}
479493.a.479493.1,"[[5, 0, 4, 1, 1], [1, 0, 1, 1]]",,{},{}
479542.a.959084.1,"[[0, 0, -2, -3, -1, 1, 1], [1, 1]]",,{2},{}
479547.a.479547.1,"[[4, 5, -7, -11, -2, 1], [0, 0, 0, 1]]",,{},{}
479568.a.479568.1,"[[1, 0, -1, 0, -1], [1, 1, 1, 1]]",,{},{}
479611.a.479611.1,"[[-1, 0, 3, -3, -1], [1, 1, 0, 1]]",,{},{}
479624.a.959248.1,"[[5, -6, -4, 0, 4, 2], [0, 0, 0, 1]]",,{},{}
479649.a.479649.1,"[[-1, 0, 12, -14, -48, 81, -28], [1, 1]]",,{2},{}
479650.a.959300.1,"[[1, 1, 1, 1, -3, -1, 1], [1, 0, 1]]",,{2},{}
479702.a.959404.1,"[[1, -6, 7, 3, 6, 1], [0, 1, 1]]",,{2},{}
479715.a.479715.1,"[[-4, -8, -3, 0, -1], [1, 1, 0, 1]]",,{},{}
479732.a.959464.1,"[[-12, -2, 5, 0, 0, 1], [1, 1, 0, 1]]",,{},{}
479762.a.479762.1,"[[-1, -1, -2, 0, 1, 1, -1], [1, 1, 1]]",,{},{}
479770.a.959540.1,"[[9, -10, -14, 6, 6, -1, -1], [1, 0, 0, 1]]",,{2},{2}
479788.a.479788.1,"[[-3, 3, 0, 1, -2], [1, 0, 0, 1]]",,{2},{}
479789.a.479789.1,"[[0, 1, -1, -5, 5, 1], [0, 1]]",,{2},{2}
479797.a.479797.1,"[[2, -1, -1, 2], [0, 1, 0, 1]]",,{},{}
479806.a.959612.1,"[[0, 0, -8, 18, -8, 1], [1, 1]]",,{2},{}
479817.a.479817.1,"[[0, -2, 2, 0, 1, -1], [1, 0, 0, 1]]",,{},{}
479824.a.959648.1,"[[0, 0, 0, 3, 0, 2], [1, 1]]",,{2},{}
479834.a.479834.1,"[[-1, 3, 0, -4, -3], [0, 1, 1, 1]]",,{},{}
479851.a.479851.1,"[[-2, 1, 4, -2, -2, 1], [0, 0, 0, 1]]",,{},{}
479867.a.479867.1,"[[0, -2, 7, -10, 3, 1], [1]]",,{2},{}
479899.a.479899.1,"[[0, 2, 2, 3, 2, 1], [1, 1, 1]]",,{2},{}
479923.a.479923.1,"[[0, -1, 2, 3, 3, 1], [0, 1]]",,{2},{2}
479928.a.959856.1,"[[-1, 1, -2, -1, 2, -2], [1, 1]]",,{2},{}
479932.a.479932.1,"[[0, 2, 6, 2, 2, 1], [1, 1, 1]]",,{2},{}
479936.a.479936.1,"[[-2, -2, -1, -1, -1], [0, 0, 0, 1]]",,{},{}
479936.b.479936.1,"[[6, 14, 13, 5], [0, 0, 0, 1]]",,{},{}
479963.a.479963.1,"[[-1, -1, -1, 0, 2, 1], [1, 1, 1]]",,{2},{}
479989.a.479989.1,"[[-1, -1, -2, 0, 1, 1], [1]]",,{2},{}
479995.a.479995.1,"[[1, 5, 1, -7, 1, 1], [1]]",,{2},{}
480047.a.480047.1,"[[-1, 0, 0, -1, 0, -1], [1, 1]]",,{2},{}
480064.a.960128.1,"[[2, -4, -1, 0, -6, -4, -1], [0, 1, 0, 1]]",,{2},{2}
480086.a.480086.1,"[[9, 7, -5, -6, 0, 1], [1, 0, 0, 1]]",,{},{}
480096.a.960192.1,"[[-1, -4, -3], [1, 1, 1, 1]]",,{2},{}
480106.a.960212.1,"[[-2, 10, -19, 12, -1], [1, 0, 0, 1]]",,{},{}
480126.a.480126.1,"[[-7, -11, -9, -5, 0, 1], [1, 0, 0, 1]]",,{},{}
480128.a.480128.1,"[[2, -2, 1], [0, 1, 0, 1]]",,{},{}
480141.a.480141.1,"[[1, 0, -6, 1, 6, 1], [0, 1]]",,{2},{}
480151.a.480151.1,"[[-1, 2, -4, 0, 7, -6, 1], [1, 1, 0, 1]]",,{2},{}
480160.a.960320.1,"[[-5, 15, -12, -5, 6, 2], [1]]",,{2},{}
480160.b.960320.1,"[[0, 1, -1, 3, -2, 2], [1]]",,{2},{}
480196.a.960392.1,"[[2, 2, 6, 0, 2], [1, 1, 0, 1]]",,"{2, 3}",{3}
480222.a.480222.1,"[[-1, -1, 4, 5, -5, -5, -1], [0, 1]]",,{},{}
480253.a.480253.1,"[[-1, 1, 3, -6], [1, 0, 1, 1]]",,{},{}
480279.a.480279.1,"[[22, 7, 43, 9, 28, 3, 6], [1, 1, 1]]",,{},{}
480300.a.960600.1,"[[0, -2, 3, 3, 2], [1, 0, 1, 1]]",,{3},{3}
480360.a.960720.1,"[[-1, 0, 0, -2, -1, 0, -1], [1, 0, 1]]",,{2},{}
480377.a.480377.1,"[[0, 2, 9, 13, 1, -5, 1], [1]]",,{},{}
480386.a.960772.1,"[[-3, 11, -9, -5, 3, 1], [0, 1, 1]]",,{2},{2}
480405.a.480405.1,"[[23, 4, 0, 5], [0, 1, 0, 1]]",,"{2, 5}",{5}
480419.a.480419.1,"[[-1, 0, -3, 1, -4, 1, -1], [1, 1, 0, 1]]",,{},{}
480437.a.480437.1,"[[-1, -1, 4, 0, -3, 1], [1]]",,{2},{}
